Group.1,EAD,Bal,ALLL,FAS114_Reserve,OrigRR,LGD,RemMat,EIR,Commit_Ind,Rating,FAS114_ind,Segment,Product,Amort_Type,IFRS9_Ind,Revol_Ind,Fee_Ind,LOB,CurRR,Prepayment
402,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
403,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
404,1000000,1000000,7997.133024,0,11,0.21,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
405,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
406,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
407,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
408,1000000,1000000,7997.133024,0,11,0.80,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
409,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
410,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
411,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
412,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
413,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
414,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
415,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
416,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
417,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
418,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
419,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
420,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
421,1000000,1000000,7997.133024,0,11,0.75,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
422,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
423,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
424,1000000,1000000,7997.133024,0,11,0.41,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
425,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
426,1000000,1000000,7997.133024,0,11,0.37,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
427,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
428,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
429,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
430,1000000,1000000,7997.133024,0,11,0.16,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
431,1000000,1000000,7997.133024,0,11,0.32,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
432,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
433,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
434,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
435,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
436,1000000,1000000,7997.133024,0,11,0.21,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
437,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
438,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
439,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
440,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
441,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
442,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
443,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
444,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
445,1000000,1000000,7997.133024,0,11,0.37,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
446,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
447,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
448,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
449,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
450,1000000,1000000,7997.133024,0,11,0.40,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
451,1000000,1000000,7997.133024,0,11,0.40,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
452,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
453,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
454,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
455,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
456,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
457,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
458,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
459,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
460,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
461,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
462,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
463,1000000,1000000,7997.133024,0,11,0.16,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
464,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
465,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
466,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
467,1000000,1000000,7997.133024,0,11,0.44,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
468,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
469,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
470,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
471,1000000,1000000,7997.133024,0,11,0.54,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
472,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
473,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
474,1000000,1000000,7997.133024,0,11,0.54,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
475,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
476,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
477,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
478,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
479,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
480,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
481,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
482,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
483,1000000,1000000,7997.133024,0,11,0.32,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
484,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
485,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
486,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
487,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
488,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
489,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
490,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
491,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
492,1000000,1000000,7997.133024,0,11,0.28,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
493,1000000,1000000,7997.133024,0,11,0.37,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
494,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
495,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
496,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
497,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
498,1000000,1000000,7997.133024,0,11,0.75,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
499,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
500,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
501,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
502,1000000,1000000,7997.133024,0,11,0.57,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
503,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
504,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
505,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
506,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
507,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
508,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
509,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
510,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
511,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
512,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
513,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
514,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
515,1000000,1000000,7997.133024,0,11,0.44,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
516,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
517,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
518,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
519,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
520,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
521,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
522,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
523,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
524,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
525,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
526,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
527,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
528,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
529,1000000,1000000,7997.133024,0,11,0.54,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
530,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
531,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
532,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
533,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
534,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
535,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
536,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
537,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
538,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
539,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
540,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
541,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
542,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
543,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
544,1000000,1000000,7997.133024,0,11,0.76,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
545,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
546,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
547,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
548,1000000,1000000,7997.133024,0,11,0.28,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
549,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
550,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
551,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
552,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
553,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
554,1000000,1000000,7997.133024,0,11,0.32,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
555,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
556,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
557,1000000,1000000,7997.133024,0,11,0.28,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
558,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
559,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
560,1000000,1000000,7997.133024,0,11,0.63,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
561,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
562,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
563,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
564,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
565,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
566,1000000,1000000,7997.133024,0,11,0.60,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
567,1000000,1000000,7997.133024,0,11,0.21,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
568,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
569,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
570,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
571,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
572,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
573,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
574,1000000,1000000,7997.133024,0,11,0.28,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
575,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
576,1000000,1000000,7997.133024,0,11,0.44,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
577,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
578,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
579,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
580,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
581,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
582,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,7,0,NCy_US,C&I,StraightLine,0,1,0,CB,7,0
583,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
584,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
585,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,7,0,Fin_US,C&I,StraightLine,0,1,0,CB,7,0
586,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
587,1000000,1000000,7997.133024,0,11,0.76,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
588,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,7,0,Oil_US,C&I,StraightLine,0,1,0,CB,7,0
589,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
590,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,7,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,7,0
591,1000000,1000000,7997.133024,0,11,0.37,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
592,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
593,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
594,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
595,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
596,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
597,1000000,1000000,7997.133024,0,11,0.44,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
598,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
599,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
600,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
601,1000000,1000000,7997.133024,0,11,0.37,20,0.046134319,0,8,0,NCy_US,C&I,StraightLine,0,1,0,CB,8,0
602,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,8,0,NCy_US,C&I,StraightLine,0,1,0,CB,8,0
